card_number,country_code,merchant,amount,mcc
card_182,USA,Dunkin,205.13,Restaurants
card_266,USA,Kohls,85.74,Retail
card_148,USA,Lululemon,951.73,Retail
card_331,USA,Lululemon,839.3,Retail
card_117,USA,Neiman Marcus,806.06,Retail
card_114,USA,Bed Bath & Beyond,823.87,Retail
card_198,USA,Universal Parks,46.97,Streaming
card_178,USA,Apple,2766.84,Technology
card_127,USA,AMC Theatres,14.01,Streaming
card_209,USA,Microsoft,3122.24,Technology
card_57,USA,Ford,3740.12,Automotive
card_14,USA,InterContinental Hotels,1119.98,Hotels
card_208,USA,Southwest Airlines,806.1,Travel
card_490,USA,Hilton,149.27,Hotels
card_420,USA,Lowes,374.26,Retail
card_446,USA,Amazon,46.43,E-commerce
card_2,USA,Neiman Marcus,586.53,Retail
card_175,USA,Kroger,166.12,Groceries
card_268,USA,Spotify,17.1,Streaming
card_402,USA,Uniqlo,371.61,Retail
card_181,USA,ExxonMobil,182.21,Energy
card_191,DEU,Lidl,203.27,Groceries
card_342,USA,American Airlines,1191.71,Travel
card_412,USA,Whole Foods,141.76,Groceries
card_40,HKG,Cathay Pacific,963.86,Travel
card_149,USA,Etsy,16.18,E-commerce
card_477,USA,United Airlines,1072.92,Travel
card_500,DEU,Lufthansa,670.02,Travel
card_399,USA,InterContinental Hotels,691.69,Hotels
card_187,USA,Google,3281.68,Technology
card_370,USA,Kroger,281.52,Groceries
card_314,USA,Saks Fifth Avenue,68.69,Retail
card_419,USA,Starbucks,249.18,Restaurants
card_321,USA,TJX Companies,295.92,Retail
card_321,GBR,Tesco,138.74,Groceries
card_230,USA,InterContinental Hotels,81.77,Hotels
card_147,USA,Trader Joes,97.3,Groceries
card_264,USA,Dominos Pizza,155.76,Restaurants
card_343,USA,Kroger,26.29,Groceries
card_108,ARE,Emirates,762.09,Travel
card_375,USA,Walgreens,927.48,Retail
card_324,USA,Dunkin,40.56,Restaurants
card_100,DEU,Aldi,231.69,Groceries
card_381,DEU,Lufthansa,644.02,Travel
card_466,USA,Lowes,656.9,Retail
card_353,DEU,Lufthansa,427.34,Travel
card_284,USA,AT&T,163.69,Telecom
card_304,USA,Google,886.27,Technology
card_343,USA,H&M,75.14,Retail
card_417,USA,Costco,63.84,Groceries
card_376,USA,Comcast,665.9,Telecom
card_31,USA,Lowes,882.28,Retail
card_227,USA,Marriott International,1230.48,Hotels
card_217,USA,Hilton,1043.44,Hotels
card_461,USA,Apple,641.12,Technology
card_475,USA,Gap Inc,292.74,Retail
card_246,USA,Verizon,313.26,Telecom
card_23,USA,Delta Air Lines,412.44,Travel
card_223,USA,Chevron,117.55,Energy
card_213,USA,Hilton,826.55,Hotels
card_9,USA,Nike,360.1,Retail
card_148,GBR,British Airways,562.99,Travel
card_3,USA,General Motors,4159.92,Automotive
card_32,USA,Walgreens,790.35,Retail
card_498,USA,Lululemon,311.26,Retail
card_270,USA,Etsy,46.12,E-commerce
card_185,USA,Southwest Airlines,1431.58,Travel
card_500,USA,TJX Companies,330.11,Retail
card_403,DEU,Lufthansa,563.92,Travel
card_41,USA,T-Mobile,508.11,Telecom
card_70,USA,Five Guys,282.93,Restaurants
card_108,USA,Disney,44.43,Streaming
card_162,USA,Papa Johns,39.74,Restaurants
card_23,USA,Dominos Pizza,123.89,Restaurants
card_238,DEU,Aldi,170.48,Groceries
card_483,USA,CVS Health,505.62,Retail
card_361,USA,Starbucks,66.22,Restaurants
card_42,USA,Williams-Sonoma,859.52,Retail
card_382,USA,Dominos Pizza,206.31,Restaurants
card_357,USA,McDonalds,252.99,Restaurants
card_93,USA,Google,4307.94,Technology
card_278,FRA,Air France-KLM,1135.12,Travel
card_56,USA,Bed Bath & Beyond,442.01,Retail
card_387,USA,United Airlines,935.29,Travel
card_85,HKG,Cathay Pacific,282.53,Travel
card_51,USA,InterContinental Hotels,1026.79,Hotels
card_490,USA,Bloomingdales,183.36,Retail
card_301,USA,IKEA,695.48,Retail
card_68,USA,Uniqlo,233.45,Retail
card_415,USA,T-Mobile,121.96,Telecom
card_343,USA,H&M,169.46,Retail
card_182,USA,T-Mobile,6.98,Telecom
card_137,USA,Chipotle,218.43,Restaurants
card_200,USA,Macys,733.74,Retail
card_412,USA,T-Mobile,517.36,Telecom
card_258,USA,Marriott International,283.98,Hotels
card_232,USA,Burger King,34.23,Restaurants
card_471,USA,Chick-fil-A,15.55,Restaurants
card_444,USA,Delta Air Lines,290.33,Travel
card_384,USA,Chevron,181.45,Energy
card_163,USA,Hyatt,400.23,Hotels
card_120,USA,T-Mobile,357.5,Telecom
card_157,USA,Taco Bell,40.55,Restaurants
card_153,FRA,Air France-KLM,372.42,Travel
card_439,USA,Zara,521.63,Retail
card_269,USA,United Airlines,931.24,Travel
card_85,USA,Taco Bell,81.15,Restaurants
card_436,USA,CVS Health,62.44,Retail
card_447,USA,AT&T,394.08,Telecom
card_481,USA,Panera Bread,77.92,Restaurants
card_7,USA,Nike,223.46,Retail
card_46,USA,Shell,193.18,Energy
card_7,USA,Uber,618.22,Retail
card_414,USA,T-Mobile,559.09,Telecom
card_450,USA,Wayfair,23.71,E-commerce
card_153,USA,Zara,431.8,Retail
card_432,USA,Hyatt,834.31,Hotels
card_349,USA,Target,211.96,Groceries
card_132,USA,InterContinental Hotels,1068.11,Hotels
card_99,USA,InterContinental Hotels,298.96,Hotels
card_376,ARE,Emirates,775.16,Travel
card_49,USA,Five Guys,129.47,Restaurants
card_318,USA,Kohls,871.17,Retail
card_321,USA,Spotify,33.41,Streaming
card_87,USA,Regal Cinemas,28.96,Streaming
card_361,USA,Macys,119.82,Retail
card_114,SGP,Singapore Airlines,928.17,Travel
card_216,USA,Comcast,121.62,Telecom
card_272,USA,Dunkin,107.79,Restaurants
card_389,USA,IKEA,147.13,Retail
card_109,USA,AMC Theatres,36.14,Streaming
card_415,USA,Lululemon,210.22,Retail
card_286,USA,Zara,394.9,Retail
card_10,USA,Taco Bell,269.75,Restaurants
card_424,USA,Uniqlo,208.29,Retail
card_455,USA,Neiman Marcus,510.27,Retail
card_162,USA,Marriott International,657.94,Hotels
card_438,USA,Charter Communications,23.03,Telecom
card_389,USA,PayPal,3984.51,Technology
card_49,USA,T-Mobile,73.7,Telecom
card_320,USA,Hyatt,737.67,Hotels
card_429,USA,Costco,172.6,Groceries
card_328,USA,Chick-fil-A,192.24,Restaurants
card_198,USA,McDonalds,209.7,Restaurants
card_130,USA,Kroger,83.45,Groceries
card_333,USA,Five Guys,12.89,Restaurants
card_450,USA,Dunkin,219.8,Restaurants
card_357,USA,Bloomingdales,537.98,Retail
card_239,GBR,BP,172.14,Energy
card_211,USA,H&M,822.28,Retail
card_146,USA,Macys,844.11,Retail
card_188,USA,Comcast,487.67,Telecom
card_443,USA,Kroger,106.75,Groceries
card_79,USA,Saks Fifth Avenue,792.6,Retail
card_5,USA,Amazon,25.31,E-commerce
card_388,USA,Regal Cinemas,13.25,Streaming
card_481,USA,Pizza Hut,257.94,Restaurants
card_321,USA,Netflix,44.72,Streaming
card_392,USA,Uber,468.98,Retail
card_32,USA,TJX Companies,80.32,Retail
card_327,USA,Chipotle,122.47,Restaurants
card_142,USA,Hyatt,1215.13,Hotels
card_118,USA,Pizza Hut,271.51,Restaurants
card_493,USA,Kroger,69.01,Groceries
card_338,USA,Wayfair,8.01,E-commerce
card_271,USA,Macys,877.96,Retail
card_253,USA,ExxonMobil,96.2,Energy
card_387,USA,Shell,122.1,Energy
card_368,USA,Netflix,48.56,Streaming
card_113,USA,Five Guys,29.3,Restaurants
card_157,USA,Hyatt,990.06,Hotels
card_286,USA,Verizon,78.73,Telecom
card_111,USA,Nordstrom,378.59,Retail
card_35,USA,Neiman Marcus,804.8,Retail
card_239,USA,AT&T,436.3,Telecom
card_431,SGP,Singapore Airlines,1495.91,Travel
card_301,USA,Chick-fil-A,172.13,Restaurants
card_200,USA,Google,1673.69,Technology
card_201,USA,General Motors,1178.55,Automotive
card_47,USA,Panera Bread,111.65,Restaurants
card_383,USA,Trader Joes,118.03,Groceries
card_66,USA,Trader Joes,29.93,Groceries
card_24,USA,H&M,372.73,Retail
card_361,USA,Trader Joes,144.63,Groceries
card_43,USA,Shopify,37.52,E-commerce
card_380,USA,Microsoft,3317.97,Technology
card_336,USA,Saks Fifth Avenue,710.22,Retail
card_42,GBR,Tesco,12.43,Groceries
card_406,USA,Costco,73.12,Groceries
card_288,USA,Southwest Airlines,1009.44,Travel
card_408,USA,Zara,486.57,Retail
card_91,USA,Lowes,10.29,Retail
card_272,USA,Bloomingdales,805.47,Retail
card_250,USA,Uber,773.95,Retail
card_149,DEU,Aldi,169.04,Groceries
card_23,USA,Uber,71.13,Retail
card_35,USA,Apple,3855.92,Technology
card_2,USA,Walmart,179.28,Groceries
card_345,USA,ExxonMobil,162.93,Energy
card_143,USA,AMC Theatres,38.83,Streaming
card_35,USA,Wendys,242.87,Restaurants
card_358,USA,Gap Inc,520.42,Retail
card_167,USA,Subway,50.69,Restaurants
card_242,USA,Apple,3388.67,Technology
card_331,USA,Nike,622.37,Retail
card_300,USA,Nordstrom,743.54,Retail
card_142,USA,Verizon,174.03,Telecom
card_187,USA,Lululemon,199.0,Retail
card_177,USA,CVS Health,890.96,Retail
card_57,USA,Delta Air Lines,1137.47,Travel
card_360,USA,Chick-fil-A,273.39,Restaurants
card_365,USA,Shopify,39.14,E-commerce
card_124,USA,Shell,131.52,Energy
card_500,USA,Delta Air Lines,998.49,Travel
card_19,USA,Adidas,889.68,Retail
card_78,USA,Expedia,889.27,Hotels
card_205,USA,Delta Air Lines,966.97,Travel
card_413,USA,Safeway,55.38,Groceries
card_291,USA,General Motors,2422.21,Automotive
card_117,USA,Shake Shack,217.76,Restaurants
card_37,USA,Netflix,17.19,Streaming
card_247,USA,Kohls,206.24,Retail
card_418,DEU,Aldi,101.01,Groceries
card_333,HKG,Cathay Pacific,400.18,Travel
card_477,USA,Kroger,72.32,Groceries
card_313,USA,Dunkin,133.21,Restaurants
card_361,USA,Hilton,1366.37,Hotels
card_500,USA,Ticketmaster,509.52,Ticketing
card_477,USA,Google,1020.81,Technology
card_379,USA,Chevron,43.09,Energy
card_370,USA,Regal Cinemas,36.33,Streaming
card_57,USA,Hilton,605.06,Hotels
card_161,USA,Expedia,1241.65,Hotels
card_49,USA,Hyatt,1006.29,Hotels
card_445,USA,Hilton,1204.55,Hotels
card_428,USA,Hyatt,444.32,Hotels
card_161,GBR,BP,147.7,Energy
card_452,USA,Shopify,16.88,E-commerce
card_31,USA,Ticketmaster,939.37,Ticketing
card_194,USA,Shopify,33.64,E-commerce
card_290,USA,Chevron,85.17,Energy
card_314,USA,Ford,1420.61,Automotive
card_329,USA,American Airlines,326.84,Travel
card_142,USA,Netflix,36.26,Streaming
card_53,USA,Kroger,73.43,Groceries
card_440,USA,Walgreens,597.33,Retail
card_220,USA,Papa Johns,86.74,Restaurants
card_278,USA,McDonalds,201.97,Restaurants
card_94,USA,Panera Bread,246.33,Restaurants
card_486,USA,CVS Health,779.14,Retail
card_27,USA,T-Mobile,762.05,Telecom
card_137,GBR,British Airways,322.2,Travel
card_329,USA,Nike,92.94,Retail
card_55,DEU,Lidl,212.7,Groceries
card_311,USA,Apple,1904.9,Technology
card_411,USA,Subway,135.38,Restaurants
card_261,USA,Starbucks,19.03,Restaurants
card_315,USA,General Motors,1371.92,Automotive
card_243,USA,Netflix,6.52,Streaming
card_166,USA,Disney,44.56,Streaming
card_480,USA,Macys,247.18,Retail
card_432,USA,Ross Stores,559.55,Retail
card_190,USA,Hilton,106.52,Hotels
card_210,USA,ExxonMobil,143.36,Energy
card_211,USA,Amazon,19.54,E-commerce
card_91,USA,Charter Communications,898.43,Telecom
card_368,USA,Costco,267.55,Groceries
card_339,USA,Microsoft,1693.92,Technology
card_76,USA,The Home Depot,901.46,Retail
card_160,USA,Southwest Airlines,1494.43,Travel
card_32,USA,AT&T,826.29,Telecom
card_65,USA,Safeway,255.01,Groceries
card_405,USA,Whole Foods,82.21,Groceries
card_448,USA,Expedia,886.22,Hotels
card_63,USA,Hyatt,147.52,Hotels
card_32,USA,Gap Inc,99.44,Retail
card_90,USA,Southwest Airlines,1498.39,Travel
card_227,USA,Chevron,85.53,Energy
card_436,USA,United Airlines,1134.87,Travel
card_282,USA,Zara,807.63,Retail
card_189,USA,McDonalds,258.83,Restaurants
card_179,USA,AMC Theatres,49.89,Streaming
card_338,USA,Chevron,71.05,Energy
card_395,USA,Disney,6.82,Streaming
card_250,DEU,Lidl,129.25,Groceries
card_99,USA,ExxonMobil,52.11,Energy
card_313,USA,Starbucks,16.5,Restaurants
card_496,GBR,Tesco,114.52,Groceries
card_354,ARE,Emirates,1186.42,Travel
card_481,USA,Lowes,568.35,Retail
card_479,USA,Tesla,1632.61,Automotive
card_286,SGP,Singapore Airlines,998.8,Travel
card_256,USA,Charter Communications,235.86,Telecom
card_164,USA,Expedia,70.85,Hotels
card_372,USA,Booking.com,1158.31,Hotels
card_306,JPN,Toyota,3156.34,Automotive
card_46,DEU,Lidl,231.07,Groceries
card_124,USA,Shopify,6.75,E-commerce
card_106,USA,Pizza Hut,252.76,Restaurants
card_404,USA,United Airlines,948.31,Travel
card_7,HKG,Cathay Pacific,866.92,Travel
card_112,USA,eBay,33.11,E-commerce
card_414,USA,Starbucks,260.69,Restaurants
card_211,USA,Safeway,180.21,Groceries
card_456,USA,Adidas,583.05,Retail
card_368,USA,Bed Bath & Beyond,990.73,Retail
card_392,USA,Marriott International,1147.26,Hotels
card_22,USA,KFC,138.27,Restaurants
card_75,USA,The Home Depot,708.86,Retail
card_381,USA,Taco Bell,122.88,Restaurants
card_198,USA,ExxonMobil,68.91,Energy
card_88,USA,Universal Parks,31.86,Streaming
card_393,USA,Ross Stores,928.54,Retail
card_173,USA,Neiman Marcus,929.49,Retail
card_330,USA,Saks Fifth Avenue,345.2,Retail
card_146,USA,IKEA,530.04,Retail
card_279,USA,eBay,14.52,E-commerce
card_464,USA,T-Mobile,995.65,Telecom
card_16,USA,Disney,49.15,Streaming
card_361,USA,Chevron,140.42,Energy
card_262,USA,Papa Johns,243.28,Restaurants
card_62,USA,Walgreens,716.52,Retail
card_366,USA,Macys,595.19,Retail
card_282,USA,The Home Depot,58.08,Retail
card_243,USA,Uniqlo,457.49,Retail
card_101,DEU,Aldi,205.69,Groceries
card_438,USA,Zara,679.14,Retail
card_71,DEU,Lidl,118.21,Groceries
card_364,USA,Neiman Marcus,941.98,Retail
card_453,USA,General Motors,920.05,Automotive
card_19,USA,Comcast,502.86,Telecom
card_80,USA,United Airlines,1051.78,Travel
card_258,USA,Chick-fil-A,212.17,Restaurants
card_394,JPN,Toyota,3278.33,Automotive
card_41,USA,Burger King,89.83,Restaurants
card_26,USA,Safeway,55.3,Groceries
card_183,JPN,Toyota,3216.11,Automotive
card_491,USA,Spotify,31.97,Streaming
card_440,USA,Zara,183.46,Retail
card_291,USA,Etsy,36.73,E-commerce
card_82,USA,AMC Theatres,25.48,Streaming
card_116,USA,Pizza Hut,203.65,Restaurants
card_304,USA,Ross Stores,838.18,Retail
card_143,USA,Starbucks,59.22,Restaurants
card_329,USA,Walgreens,24.05,Retail
card_240,USA,Target,235.94,Groceries
card_199,HKG,Cathay Pacific,934.06,Travel
card_472,USA,TJX Companies,701.14,Retail
card_137,USA,Amazon,42.72,E-commerce
card_337,USA,Google,4033.77,Technology
card_352,DEU,Lidl,288.67,Groceries
card_75,USA,Gap Inc,538.26,Retail
card_433,USA,Netflix,26.98,Streaming
card_422,USA,United Airlines,632.74,Travel
card_192,USA,McDonalds,54.57,Restaurants
card_206,USA,Delta Air Lines,880.28,Travel
card_115,USA,Google,1457.36,Technology
card_213,USA,IKEA,921.7,Retail
card_402,USA,Macys,585.27,Retail
card_122,USA,Panera Bread,181.92,Restaurants
card_467,USA,Chick-fil-A,112.93,Restaurants
card_150,USA,Bed Bath & Beyond,56.73,Retail
card_164,USA,Five Guys,19.21,Restaurants
card_437,DEU,Lufthansa,663.84,Travel
card_112,USA,Charter Communications,89.14,Telecom
card_33,USA,Safeway,185.99,Groceries
card_61,USA,Trader Joes,265.48,Groceries
card_363,USA,Wayfair,44.73,E-commerce
card_268,USA,Macys,660.75,Retail
card_396,USA,Lululemon,215.18,Retail
card_464,USA,United Airlines,1301.35,Travel
card_154,USA,Whole Foods,266.97,Groceries
card_28,FRA,Air France-KLM,335.15,Travel
card_248,USA,Uber,738.74,Retail
card_114,USA,Netflix,17.89,Streaming
card_295,USA,Pizza Hut,242.77,Restaurants
card_293,USA,Hilton,1495.99,Hotels
card_94,USA,Williams-Sonoma,34.88,Retail
card_109,USA,Burger King,270.24,Restaurants
card_33,USA,Wendys,190.56,Restaurants
card_159,USA,Lowes,973.52,Retail
card_232,USA,The Home Depot,467.68,Retail
card_88,DEU,Lidl,255.74,Groceries
card_72,USA,Hyatt,140.47,Hotels
card_495,USA,Kohls,338.6,Retail
card_12,USA,AMC Theatres,8.02,Streaming
card_274,USA,H&M,975.47,Retail
card_191,USA,Safeway,246.92,Groceries
card_37,USA,Walmart,257.24,Groceries
card_315,USA,Taco Bell,282.01,Restaurants
card_394,USA,The Home Depot,89.68,Retail
card_100,USA,Southwest Airlines,609.12,Travel
card_28,USA,Macys,75.68,Retail
card_337,USA,Disney,14.49,Streaming
card_34,USA,Gap Inc,233.22,Retail
card_297,USA,Etsy,26.11,E-commerce
card_303,USA,Subway,87.88,Restaurants
card_173,USA,Macys,105.47,Retail
card_398,USA,Southwest Airlines,292.86,Travel
card_398,USA,Whole Foods,52.71,Groceries
card_131,USA,American Airlines,1460.96,Travel
card_385,ARE,Emirates,1150.97,Travel
card_70,USA,Disney,48.55,Streaming
card_144,USA,Kroger,137.52,Groceries
card_275,GBR,Tesco,90.73,Groceries
card_452,USA,Dunkin,241.51,Restaurants
card_370,USA,Starbucks,104.61,Restaurants
card_334,USA,Ross Stores,302.89,Retail
card_279,USA,Hyatt,387.13,Hotels
card_75,USA,Williams-Sonoma,134.03,Retail
card_250,USA,Booking.com,421.87,Hotels
card_273,USA,Five Guys,113.04,Restaurants
card_449,USA,Starbucks,205.46,Restaurants
card_70,USA,McDonalds,28.14,Restaurants
card_249,USA,Ross Stores,214.45,Retail
card_39,USA,Costco,244.62,Groceries
card_22,USA,T-Mobile,151.19,Telecom
card_490,USA,H&M,345.93,Retail
card_185,USA,Shell,176.99,Energy
card_174,USA,H&M,159.15,Retail
card_418,USA,Hilton,169.97,Hotels
card_161,USA,Tesla,2474.24,Automotive
card_149,USA,Universal Parks,18.61,Streaming
card_312,USA,Delta Air Lines,866.94,Travel
card_414,USA,Safeway,243.1,Groceries
card_120,USA,Gap Inc,141.46,Retail
card_179,USA,Best Buy,582.8,Retail
card_282,USA,Comcast,507.98,Telecom
card_156,USA,Apple,805.99,Technology
card_182,USA,Marriott International,954.8,Hotels
card_267,USA,Ford,1440.84,Automotive
card_407,USA,Airbnb,757.36,Hotels
card_473,USA,AT&T,86.86,Telecom
card_237,USA,Chevron,108.13,Energy
card_186,USA,Ford,1601.67,Automotive
card_44,USA,Netflix,42.01,Streaming
card_326,USA,Kohls,61.69,Retail
card_109,USA,Uber,421.51,Retail
card_443,DEU,Aldi,142.95,Groceries
card_313,USA,Shake Shack,220.25,Restaurants
card_127,USA,Booking.com,882.72,Hotels
card_134,USA,PayPal,3369.34,Technology
card_435,USA,CVS Health,778.16,Retail
card_101,USA,Wendys,260.04,Restaurants
card_276,USA,Chevron,83.36,Energy
card_13,USA,H&M,540.33,Retail
card_251,USA,ExxonMobil,172.82,Energy
card_27,USA,eBay,49.53,E-commerce
card_47,USA,Wendys,267.96,Restaurants
card_80,USA,Shell,93.15,Energy
card_425,USA,Wayfair,13.78,E-commerce
card_28,GBR,Tesco,151.92,Groceries
card_30,USA,Lowes,742.93,Retail
card_143,USA,AMC Theatres,27.17,Streaming
card_39,USA,T-Mobile,485.76,Telecom
card_326,DEU,Lidl,253.09,Groceries
card_455,USA,Chipotle,114.81,Restaurants
card_81,USA,Kroger,259.34,Groceries
card_142,USA,Shopify,23.31,E-commerce
card_448,USA,Etsy,19.77,E-commerce
card_98,USA,Wendys,141.66,Restaurants
card_455,SGP,Singapore Airlines,1155.55,Travel
card_127,USA,Chevron,51.42,Energy
card_221,USA,United Airlines,334.81,Travel
card_155,USA,Regal Cinemas,47.82,Streaming
card_95,USA,Trader Joes,60.89,Groceries
card_446,USA,Shake Shack,174.64,Restaurants
card_45,USA,Lowes,581.42,Retail
card_434,USA,The Home Depot,492.18,Retail
card_92,USA,Uniqlo,646.52,Retail
card_275,USA,T-Mobile,233.68,Telecom
card_415,USA,Bloomingdales,554.9,Retail
card_423,USA,Bed Bath & Beyond,375.31,Retail
card_113,USA,Lululemon,663.36,Retail
card_224,USA,Neiman Marcus,145.52,Retail
card_92,USA,Microsoft,2897.3,Technology
card_255,JPN,Toyota,1007.82,Automotive
card_103,USA,Neiman Marcus,282.25,Retail
card_474,USA,Regal Cinemas,14.84,Streaming
card_221,USA,The Home Depot,186.92,Retail
card_212,USA,Microsoft,4145.98,Technology
card_409,USA,Starbucks,92.86,Restaurants
card_217,USA,Delta Air Lines,1394.33,Travel
card_445,USA,Neiman Marcus,970.08,Retail
card_470,USA,InterContinental Hotels,878.33,Hotels
card_114,DEU,Lufthansa,257.35,Travel
card_148,USA,CVS Health,377.68,Retail
card_168,USA,Hilton,1206.71,Hotels
card_489,USA,Starbucks,116.54,Restaurants
card_344,USA,Safeway,35.23,Groceries
card_7,USA,T-Mobile,559.0,Telecom
card_462,USA,Charter Communications,845.9,Telecom
card_467,USA,TJX Companies,796.95,Retail
card_248,USA,Panera Bread,60.79,Restaurants
card_284,USA,Shopify,35.27,E-commerce
card_204,USA,Airbnb,369.73,Hotels
card_299,SGP,Singapore Airlines,366.4,Travel
card_200,USA,Safeway,263.48,Groceries
card_390,USA,Chick-fil-A,82.4,Restaurants
card_257,USA,Spotify,16.85,Streaming
card_294,USA,McDonalds,10.19,Restaurants
card_225,USA,Apple,4366.28,Technology
card_443,USA,Gap Inc,793.63,Retail
card_361,USA,Bloomingdales,629.19,Retail
card_223,USA,Dominos Pizza,227.58,Restaurants
card_256,USA,Bed Bath & Beyond,156.29,Retail
card_39,ARE,Emirates,714.57,Travel
card_37,USA,Nordstrom,354.46,Retail
card_258,HKG,Cathay Pacific,185.98,Travel
card_422,USA,Zara,488.7,Retail
card_377,USA,Gap Inc,921.14,Retail
card_171,USA,Uber,44.86,Retail
card_7,USA,Pizza Hut,94.52,Restaurants
card_490,USA,Macys,211.5,Retail
card_421,DEU,Lidl,79.06,Groceries
card_149,USA,Ticketmaster,908.89,Ticketing
card_298,USA,Tesla,2393.54,Automotive
card_435,USA,McDonalds,145.23,Restaurants
card_162,USA,Verizon,761.77,Telecom
card_161,USA,Wendys,54.8,Restaurants
card_223,USA,Five Guys,151.31,Restaurants
card_441,USA,Bed Bath & Beyond,432.84,Retail
card_408,USA,Neiman Marcus,598.93,Retail
card_304,USA,Bloomingdales,999.56,Retail
card_418,USA,PayPal,3870.3,Technology
card_436,ARE,Emirates,626.91,Travel
card_361,USA,United Airlines,1249.95,Travel
card_305,USA,Adidas,174.85,Retail
card_426,USA,Uniqlo,35.31,Retail
card_217,USA,Uniqlo,208.43,Retail
card_126,USA,Subway,108.72,Restaurants
card_100,USA,IKEA,513.03,Retail
card_83,USA,Adidas,617.05,Retail
card_30,USA,Chevron,184.8,Energy
card_459,USA,Pizza Hut,157.86,Restaurants
card_43,USA,Dunkin,155.37,Restaurants
card_464,USA,Walgreens,54.99,Retail
card_37,USA,IKEA,39.74,Retail
